Name,Full Ticker,Ticker,Sector,Market Cap,Net Debt,Enterprise Value (EV),Revenue,Revenue Forecast CAGR (10y),Avg EBITDA Margin Forecast (10y),Avg Capital Expenditures Margin (5y),Marginal Tax Rate,Industry,Operating Region,Operating Country
"Patterson-UTI Energy, Inc.",NASDAQGS:PTEN,PTEN,Energy,1968.1982,708.698,2676.8962,960.645,0.0776,0.2084,0.1707,0.2,Energy Equipment & Services,United States,United States
"Monro, Inc.",NASDAQGS:MNRO,MNRO,Consumer Discretionary,1967.7802,831.142,2798.9512,1220.48,0.0527,0.1579,0.0386,0.28,Specialty Retail,United States,United States
Philip Morris CR a.s.,OTCPK:PHPM.F,PHPM.F,Consumer Staples,1966.7159,-243.78,1760.3285,846.0927,0.0715,0.1504,0.0498,0.2,Tobacco,Europe,Czech Republic
Vtech Holdings Limited,OTCPK:VTKL.F,VTKL.F,Information Technology,1964.4703,-137.7,1797.8294,2372.3,0.0242,0.1125,0.0179,0.11,Communications Equipment,Asia / Pacific,Hong Kong
Vtech Holdings Limited,OTCPK:VTKL.Y,VTKL.Y,Information Technology,1964.4703,-137.7,1797.8294,2372.3,0.0242,0.1125,0.0179,0.11,Communications Equipment,Asia / Pacific,Hong Kong
Danieli & C. Officine Meccaniche S.p.A.,OTCPK:DNIY.Y,DNIY.Y,Industrials,1956.6186,-1281.2026,639.4778,3590.8408,0.0095,0.1133,0.0371,0.28,Machinery,Europe,Italy
Ausnutria Dairy Corporation Ltd,OTCPK:AUDY.F,AUDY.F,Consumer Staples,1956.0803,-42.9564,1797.8632,1300.433,0.0504,0.2105,0.0709,0.2,Food Products,Asia / Pacific,Hong Kong
AmRest Holdings SE,OTCPK:ARHO.F,ARHO.F,Consumer Discretionary,1955.1804,1542.2201,3338.2424,1996.2049,0.0778,0.1985,0.0856,0.19,"Hotels, Restaurants & Leisure",Europe,Spain
Johnson Electric Holdings Limited,OTCPK:JEHL.Y,JEHL.Y,Consumer Discretionary,1952.5646,-69.515,1892.2682,3156.163,0.039,0.172,0.0957,0.13,Auto Components,Asia / Pacific,Hong Kong
Johnson Electric Holdings Limited,OTCPK:JELC.F,JELC.F,Consumer Discretionary,1952.5646,-69.515,1892.2682,3156.163,0.039,0.172,0.0957,0.13,Auto Components,Asia / Pacific,Hong Kong
"Indra Sistemas, S.A.",OTCPK:ISMA.Y,ISMA.Y,Information Technology,1951.7096,747.6981,2565.5247,3823.5614,0.0148,0.1097,0.0063,0.28,IT Services,Europe,Spain
Sdiptech AB (publ),OTCPK:SDTH.F,SDTH.F,Industrials,1950.5638,165.2777,2139.0949,285.6836,0.0715,0.2371,0.0177,0.22,Commercial Services & Supplies,Europe,Sweden
Sirius Real Estate Limited,OTCPK:SRRL.F,SRRL.F,Real Estate,1949.6732,490.7128,2459.3699,199.6928,-0.007,0.7678,0.1848,0,Real Estate Management & Development,United Kingdom & Ireland,Guernsey
Vallourec S.A.,OTCPK:VLOU.F,VLOU.F,Energy,1948.1477,907.2011,3123.2956,3665.2123,0.0219,0.141,0.0425,0.12,Energy Equipment & Services,Europe,France
Vallourec S.A.,OTCPK:VLOW.Y,VLOW.Y,Energy,1948.1477,907.2011,3123.2956,3665.2123,0.0219,0.141,0.0425,0.12,Energy Equipment & Services,Europe,France
"Alsea, S.A.B. de C.V.",OTCPK:ALSS.F,ALSS.F,Consumer Discretionary,1947.8051,2611.8065,4653.3665,2201.2578,0.0801,0.2265,0.0796,0.34,"Hotels, Restaurants & Leisure",Canada & Mexico,Mexico
Green Plains Inc.,NASDAQGS:GPRE,GPRE,Energy,1947.5259,286.6,2375.2849,2180.884,0.0451,0.1186,0.027,0.23,"Oil, Gas & Consumable Fuels",United States,United States
Fenix Outdoor International AG,OTCPK:FNXT.F,FNXT.F,Consumer Discretionary,1947.5223,39.1366,2359.6563,698.6077,0.0337,0.25,0.0322,0.22,Specialty Retail,Europe,Switzerland
"Bloomin' Brands, Inc.",NASDAQGS:BLMN,BLMN,Consumer Discretionary,1946.3595,2144.112,4097.0895,3648.604,0.0381,0.1266,0.0474,0.16,"Hotels, Restaurants & Leisure",United States,United States
Koza Altin Isletmeleri A.S.,OTCPK:KOZZ.F,KOZZ.F,Materials,1941.9174,-828.3396,876.793,436.9713,0.0503,0.5596,0.0924,0.23,Metals & Mining,"Latin America, Middle East & Africa",Turkey
"Poshmark, Inc.",NASDAQGS:POSH,POSH,Consumer Discretionary,1935.5657,-579.485,1356.0807,300.812,0.1765,0.1377,0.0096,0.15,Internet & Direct Marketing Retail,United States,United States
"Indra Sistemas, S.A.",OTCPK:ISMA.F,ISMA.F,Information Technology,1935.3758,747.6981,2565.5247,3823.5614,0.0148,0.1097,0.0063,0.28,IT Services,Europe,Spain
"Ultra Clean Holdings, Inc.",NASDAQGS:UCTT,UCTT,Information Technology,1931.487,213.6,2166.287,1665.7,0.0644,0.1387,0.0213,0.27,Semiconductors & Semiconductor Equipment,United States,United States
Melco International Development Limited,OTCPK:MDEV.F,MDEV.F,Consumer Discretionary,1929.4481,5624.6373,9849.3898,1824.656,0.1584,0.3184,0.1284,0.09,"Hotels, Restaurants & Leisure",Asia / Pacific,Hong Kong
Clean Energy Fuels Corp.,NASDAQGS:CLNE,CLNE,Energy,1928.882,-177.733,1681.926,223.467,0.0277,0.3535,0.0737,0.15,"Oil, Gas & Consumable Fuels",United States,United States
"Codexis, Inc.",NASDAQGS:CDXS,CDXS,Healthcare,1923.0618,-107.131,1815.9308,82.904,0.2257,-0.1709,0.0418,0.15,Life Sciences Tools & Services,United States,United States
Mitchells & Butlers plc,OTCPK:MBPF.F,MBPF.F,Consumer Discretionary,1920.5027,3116.6018,5063.1843,898.0969,0.0495,0.1878,0.0731,0.14,"Hotels, Restaurants & Leisure",United Kingdom & Ireland,United Kingdom
Repay Holdings Corporation,NASDAQCM:RPAY,RPAY,Information Technology,1920.2136,318.903,2280.9133,175.0052,0.1128,0.4703,0.0067,0.15,IT Services,United States,United States
Enlight Renewable Energy Ltd,OTCPK:ENLT.F,ENLT.F,Utilities,1918.2008,1083.4188,3453.6711,83.4093,0.2297,0.8174,4.8379,0.24,Independent Power & Renewable Electricity Producers,"Latin America, Middle East & Africa",Israel
Doma Holdings Inc.,NYSE:DOMA,DOMA,Real Estate,1917.3577,-22.812,1810.3677,496.364,0.1791,0.2194,0.0598,0.15,Real Estate Management & Development,United States,United States
"Eventbrite, Inc.",NYSE:EB,EB,Communication Services,1915.3845,-319.596,1595.7885,122.655,0.2171,0.196,0.0161,0.15,Interactive Media & Services,United States,United States
TOD'S S.p.A.,OTCPK:TODG.F,TODG.F,Consumer Discretionary,1914.9698,650.9796,2486.9803,938.0479,0.0677,0.2147,0.0436,0.32,"Textiles, Apparel & Luxury Goods",Europe,Italy
Edgewell Personal Care Company,NYSE:EPC,EPC,Consumer Staples,1913.5872,874,2787.5872,2032.9,0.0243,0.2783,0.0273,0.21,Personal Products,United States,United States
"Patrick Industries, Inc.",NASDAQGS:PATK,PATK,Consumer Discretionary,1911.8936,1171.207,3083.1006,3343.756,0.0674,0.1087,0.0133,0.26,Auto Components,United States,United States
"Alector, Inc.",NASDAQGS:ALEC,ALEC,Healthcare,1909.4687,-269.971,1639.4977,21.435,0.3794,-1.4459,0.6098,0.15,Biotechnology,United States,United States
Viper Energy Partners LP,NASDAQGS:VNOM,VNOM,Energy,1905.2628,491.758,3648.2848,332.079,0.1116,0.8417,1.7391,0.15,"Oil, Gas & Consumable Fuels",United States,United States
"Sorrento Therapeutics, Inc.",NASDAQCM:SRNE,SRNE,Healthcare,1905.2211,53.041,1794.6731,51.024,0.4511,-0.0304,0.4747,0.15,Biotechnology,United States,United States
Myovant Sciences Ltd.,NYSE:MYOV,MYOV,Healthcare,1905.0909,-200.515,1704.5759,67.047,0.596,-0.3991,0.0328,0.1,Biotechnology,United Kingdom & Ireland,United Kingdom
"Mediaset España Comunicación, S.A.",OTCPK:GETV.F,GETV.F,Communication Services,1903.6099,-24.4912,1068.2276,1038.6338,0.0063,0.2706,0.0104,0.22,Media,Europe,Spain
Xperi Holding Corporation,NASDAQGS:XPER,XPER,Information Technology,1902.6139,662.45,2557.7919,1080.592,0.0197,0.2797,0.0127,0.21,Software,United States,United States
"Grid Dynamics Holdings, Inc.",NASDAQCM:GDYN,GDYN,Information Technology,1899.3798,-67.974,1831.4058,143.268,0.1305,0.1979,0.023,0.26,IT Services,United States,United States
"1-800-FLOWERS.COM, Inc.",NASDAQGS:FLWS,FLWS,Consumer Discretionary,1893.7305,97.306,1991.0365,2122.245,0.0365,0.0978,0.0263,0.21,Internet & Direct Marketing Retail,United States,United States
National Express Group PLC,OTCPK:NXPG.F,NXPG.F,Industrials,1893.5477,1436.9303,3348.506,2651.4324,0.0606,0.1728,0.0682,0.2,Road & Rail,United Kingdom & Ireland,United Kingdom
Middlesex Water Company,NASDAQGS:MSEX,MSEX,Utilities,1893.1783,310.551,2205.8133,143.788,0.0264,0.4084,0.5382,0.23,Water Utilities,United States,United States
Baytex Energy Corp.,OTCPK:BTEG.F,BTEG.F,Energy,1893.1716,1281.3285,3174.554,876.7009,0.0656,0.5983,0.3971,0.22,"Oil, Gas & Consumable Fuels",Canada & Mexico,Canada
"CBIZ, Inc.",NYSE:CBZ,CBZ,Industrials,1892.2498,336.113,2228.3628,1028.877,0.0366,0.1397,0.0123,0.28,Professional Services,United States,United States
Pick n Pay Stores Limited,OTCPK:PKPY.Y,PKPY.Y,Consumer Staples,1889.2769,1098.1054,3110.541,6594.7286,0.0336,0.0682,0.018,0.28,Food & Staples Retailing,"Latin America, Middle East & Africa",South Africa
Hudbay Minerals Inc.,NYSE:HBM,HBM,Materials,1886.0995,954.748,2842.4879,1356.264,0.041,0.5357,0.2042,0.21,Metals & Mining,Canada & Mexico,Canada
"B&G Foods, Inc.",NYSE:BGS,BGS,Consumer Staples,1885.7615,2327.189,4212.9505,1975.509,0.0027,0.1867,0.0261,0.28,Food Products,United States,United States
Crestwood Equity Partners LP,NYSE:CEQP,CEQP,Energy,1883.9133,2643.9,4790.4133,3136,0.0478,0.1622,0.077,0.15,"Oil, Gas & Consumable Fuels",United States,United States
Crestwood Equity Partners LP,NYSE:CEQP.PR,CEQP.PR,Energy,1883.9133,2643.9,4790.4133,3136,0.0478,0.1622,0.077,0.15,"Oil, Gas & Consumable Fuels",United States,United States
"Steadfast Apartment REIT, Inc.",OTCPK:STFR,STFR,Real Estate,1883.8079,1974.5073,3959.1205,334.6987,0.0839,0.4926,0.0972,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
"Sumo Logic, Inc.",NASDAQGS:SUMO,SUMO,Information Technology,1881.7972,-362.415,1519.3822,219.08,0.1133,-0.1526,0.0074,0.41,Software,United States,United States
NuStar Energy L.P.,NYSE:NS,NS,Energy,1881.7678,3476.955,6722.7418,1537.972,0.0041,0.5095,0.2273,0.15,"Oil, Gas & Consumable Fuels",United States,United States
Trillium Therapeutics Inc.,NASDAQCM:TRIL,TRIL,Healthcare,1880.3627,-263.81,1631.8244,0.043,1.4827,-438.189,3.1376,0.1,Biotechnology,United States,United States
Oxford Instruments plc,OTCPK:OXIN.F,OXIN.F,Information Technology,1878.1192,-124.2022,1733.3897,439.0499,0.0332,0.2089,0.0122,0.2,"Electronic Equipment, Instruments & Components",United Kingdom & Ireland,United Kingdom
Bossard Holding AG,OTCPK:BHAG.F,BHAG.F,Industrials,1876.6605,164.9173,2937.1836,981.4941,0.0476,0.1657,0.0274,0.18,Trading Companies & Distributors,Europe,Switzerland
Golden Ocean Group Limited,NASDAQGS:GOGL,GOGL,Industrials,1876.0774,1389.232,3265.3094,792.206,0.0249,0.5651,0.3372,0,Marine,"Latin America, Middle East & Africa",Bermuda
Motor Oil (Hellas) Corinth Refineries S.A.,OTCPK:MOHC.Y,MOHC.Y,Energy,1875.9639,1785.3605,3654.5417,8827.4561,0.0351,0.0745,0.0205,0.27,"Oil, Gas & Consumable Fuels",Europe,Greece
Gogo Inc.,NASDAQGS:GOGO,GOGO,Communication Services,1875.9444,740.69,2616.6344,300.403,0.0819,0.4436,0.1346,0.15,Wireless Telecommunication Services,United States,United States
Hammerson plc,OTCPK:HMSN.F,HMSN.F,Real Estate,1875.7765,2269.376,215.2186,364.2123,-0.0122,0.6305,0.1164,0.1,Equity Real Estate Investment Trusts (REITs),United Kingdom & Ireland,United Kingdom
"Montrose Environmental Group, Inc.",NYSE:MEG,MEG,Industrials,1875.6756,230.179,2258.7826,463.487,0.0592,0.1936,0.0211,0.17,Commercial Services & Supplies,United States,United States
Vaisala Oyj,OTCPK:VAIA.F,VAIA.F,Information Technology,1872.2966,16.3662,1930.7613,477.2296,0.0367,0.1874,0.046,0.2,"Electronic Equipment, Instruments & Components",Europe,Finland
Capstone Mining Corp.,OTCPK:CSFF.F,CSFF.F,Materials,1871.8696,-159.477,1818.905,692.136,0.3841,0.6655,0.1988,0.27,Metals & Mining,Canada & Mexico,Canada
Landis+Gyr Group AG,OTCPK:LDGY.Y,LDGY.Y,Information Technology,1871.0356,120.536,1988.5999,1357.448,0.05,0.1469,0.0211,0.15,"Electronic Equipment, Instruments & Components",Europe,Switzerland
Landis+Gyr Group AG,OTCPK:LGYR.F,LGYR.F,Information Technology,1871.0356,120.536,1988.5999,1357.448,0.05,0.147,0.0211,0.15,"Electronic Equipment, Instruments & Components",Europe,Switzerland
PBF Energy Inc.,NYSE:PBF,PBF,Energy,1867.4514,3890.7,6340.6514,19145.3,0.0597,0.0253,0.0151,0.29,"Oil, Gas & Consumable Fuels",United States,United States
Li-Cycle Holdings Corp.,NYSE:LICY,LICY,Industrials,1865.1423,25.3493,1890.4916,3.453,1.0459,-0.0275,14.0456,0.15,Commercial Services & Supplies,Canada & Mexico,Canada
Sapiens International Corporation N.V.,NASDAQGS:SPNS,SPNS,Information Technology,1864.1301,-21.698,1842.9151,423.304,0.0603,0.1956,0.0155,0.23,Software,"Latin America, Middle East & Africa",Israel
"Sanrio Company, Ltd.",OTCPK:SNRO.F,SNRO.F,Consumer Discretionary,1860.1641,-160.9578,1657.6918,401.1883,0.0656,0.2141,0.014,0.26,Specialty Retail,Asia / Pacific,Japan
MYR Group Inc.,NASDAQGS:MYRG,MYRG,Industrials,1855.759,-37.135,1818.628,2457.93,0.0389,0.066,0.0247,0.28,Construction & Engineering,United States,United States
Vicat SA,OTCPK:SDCV.F,SDCV.F,Materials,1854.6439,1573.737,3638.1077,3630.3771,0.0468,0.2233,0.0806,0.29,Construction Materials,Europe,France
"Latham Group, Inc.",NASDAQGS:SWIM,SWIM,Consumer Discretionary,1851.8946,161.528,1988.1466,569.068,0.0768,0.2261,0.0356,0.3,Leisure Products,United States,United States
Paladin Energy Limited,OTCPK:PALA.F,PALA.F,Energy,1850.3218,38.919,1875.4724,2.985,0.6907,0.2691,0.159,0.17,"Oil, Gas & Consumable Fuels",Asia / Pacific,Australia
Offerpad Solutions Inc.,NYSE:OPAD,OPAD,Real Estate,1849.5585,445.292,2478.9735,1072.214,0.3081,0.0316,0.0037,0.41,Real Estate Management & Development,United States,United States
PROCEPT BioRobotics Corporation,NASDAQGM:PRCT,PRCT,Healthcare,1848.6305,-102.899,2074.2955,20.996,0.6138,-1.1365,0.3217,0.15,Healthcare Equipment & Supplies,United States,United States
Topaz Energy Corp.,OTCPK:TPZE.F,TPZE.F,Energy,1848.5153,-116.3912,1771.3686,109.5519,0.0708,1.0883,4.3125,0.4,"Oil, Gas & Consumable Fuels",Canada & Mexico,Canada
Niu Technologies,NASDAQGM:NIU,NIU,Consumer Discretionary,1848.1432,-155.4387,1673.7514,473.6701,0.2515,0.1187,0.0345,0.14,Automobiles,Asia / Pacific,China
Oxford Biomedica plc,OTCPK:OXBD.F,OXBD.F,Healthcare,1847.9537,-71.296,1757.7163,186.7415,0.0787,0.2978,0.1941,0.17,Biotechnology,United Kingdom & Ireland,United Kingdom
"Janus International Group, Inc.",NYSE:JBI,JBI,Industrials,1847.4297,548.6327,2396.0624,615.9364,0.0645,0.2427,0.0143,0.15,Building Products,United States,United States
"Dave & Buster's Entertainment, Inc.",NASDAQGS:PLAY,PLAY,Consumer Discretionary,1846.7715,1736.425,3583.1965,868.851,0.1479,0.2504,0.1716,0.26,"Hotels, Restaurants & Leisure",United States,United States
Fibra Danhos,OTCPK:GRFF.F,GRFF.F,Real Estate,1846.5927,256.9093,2237.451,228.1865,0.0418,0.7485,0.0017,0.17,Equity Real Estate Investment Trusts (REITs),Canada & Mexico,Mexico
McGrath RentCorp,NASDAQGS:MGRC,MGRC,Industrials,1844.8218,470.284,2315.1058,573.058,0.0128,0.4106,0.1629,0.29,Trading Companies & Distributors,United States,United States
Embotelladora Andina S.A.,NYSE:AKO.A,AKO.A,Consumer Staples,1844.6905,702.3641,2640.938,2517.1605,0.0145,0.1926,0.0691,0.32,Beverages,"Latin America, Middle East & Africa",Chile
Embotelladora Andina S.A.,NYSE:AKO.B,AKO.B,Consumer Staples,1844.6905,702.3641,2640.938,2517.1605,0.0145,0.1926,0.0691,0.32,Beverages,"Latin America, Middle East & Africa",Chile
Melco International Development Limited,OTCPK:MDEV.Y,MDEV.Y,Consumer Discretionary,1842.9291,5624.6373,9853.2925,1824.656,0.1323,0.2939,0.1284,0.09,"Hotels, Restaurants & Leisure",Asia / Pacific,Hong Kong
Zimplats Holdings Limited,OTCPK:ZMPL.F,ZMPL.F,Materials,1841.932,-346.289,1555.7501,1353.792,0.0511,0.5436,0.1547,0,Metals & Mining,United Kingdom & Ireland,Guernsey
Asseco Poland S.A.,OTCPK:ASOZ.Y,ASOZ.Y,Information Technology,1841.928,151.5724,3006.8926,3464.8936,0.0622,0.1502,0.0203,0.21,Software,Europe,Poland
QAD Inc.,NASDAQGS:QADA,QADA,Information Technology,1840.6168,-101.693,1738.9238,327.447,0.0409,0.1367,0.012,0.12,Software,United States,United States
QAD Inc.,NASDAQGS:QADB,QADB,Information Technology,1840.6168,-101.693,1736.8202,327.447,0.0409,0.1367,0.012,0.12,Software,United States,United States
Sembcorp Marine Ltd,OTCPK:SMBM.F,SMBM.F,Industrials,1839.4188,2296.7756,4183.82,1076.9786,0.1113,0.086,0.0827,0.16,Machinery,Asia / Pacific,Singapore
Sembcorp Marine Ltd,OTCPK:SMBM.Y,SMBM.Y,Industrials,1839.4188,2296.7756,4183.82,1076.9786,0.1113,0.086,0.0827,0.16,Machinery,Asia / Pacific,Singapore
Universal Entertainment Corporation,OTCPK:UETM.F,UETM.F,Consumer Discretionary,1839.4108,1271.1797,2593.5103,484.6919,0.0688,0.219,0.5241,0.26,Leisure Products,Asia / Pacific,Japan
"ICF International, Inc.",NASDAQGS:ICFI,ICFI,Industrials,1838.6356,461.487,2300.1226,1565.653,0.0076,0.1026,0.0138,0.26,Professional Services,United States,United States
Hainan Meilan International Airport Company Limited,OTCPK:HMCT.F,HMCT.F,Industrials,1838.3445,301.5296,2219.2258,256.309,0.1272,0.6568,0.7791,0.24,Transportation Infrastructure,Asia / Pacific,China
RIB Software SE,OTCPK:RSTA.F,RSTA.F,Information Technology,1835.8957,-213.1546,2481.6559,309.9371,0.0796,0.3658,0.0275,0.35,Software,Europe,Germany
Frontline Ltd.,NYSE:FRO,FRO,Energy,1835.7503,2132.145,3967.4233,786.293,-0.0076,0.755,0.6008,0,"Oil, Gas & Consumable Fuels","Latin America, Middle East & Africa",Bermuda
Quanterix Corporation,NASDAQGM:QTRX,QTRX,Healthcare,1834.177,-400.532,1433.645,110.1,0.1601,-0.0635,0.0791,0.15,Life Sciences Tools & Services,United States,United States
Stratasys Ltd.,NASDAQGS:SSYS,SSYS,Information Technology,1833.0682,-504.932,1328.3632,551.481,0.0517,0.1237,0.0438,0.15,"Technology Hardware, Storage & Peripherals",United States,United States
Hut 8 Mining Corp.,NASDAQGS:HUT,HUT,Information Technology,1831.9011,-69.8419,1757.7076,67.9757,0.1926,0.7144,1.0254,0.15,Software,Canada & Mexico,Canada
Adtalem Global Education Inc.,NYSE:ATGE,ATGE,Consumer Discretionary,1830.8298,808.182,2640.8018,1112.38,0.0711,0.2766,0.0455,0.17,Diversified Consumer Services,United States,United States
"Desktop Metal, Inc.",NYSE:DM,DM,Industrials,1828.804,-508.264,1320.54,41.186,0.5535,0.1073,1.8102,0.15,Machinery,United States,United States
Stabilus S.A.,OTCPK:SBLU.Y,SBLU.Y,Industrials,1828.7776,155.6677,2030.3475,1103.954,0.0599,0.2082,0.0393,0.28,Machinery,Europe,Luxembourg
Establishment Labs Holdings Inc.,NASDAQCM:ESTA,ESTA,Healthcare,1827.9302,-23.441,1804.4892,112.051,0.2022,0.078,0.0898,0.45,Healthcare Equipment & Supplies,"Latin America, Middle East & Africa",Costa Rica
"Marcus & Millichap, Inc.",NYSE:MMI,MMI,Real Estate,1826.7997,-393.65,1433.1497,877.712,0.0315,0.1288,0.0104,0.34,Real Estate Management & Development,United States,United States
"Grupo Comercial Chedraui, S.A.B. de C.V.",OTCPK:GCHE.F,GCHE.F,Consumer Staples,1826.5799,1352.508,3217.444,7289.2143,0.0713,0.0756,0.0294,0.34,Food & Staples Retailing,Canada & Mexico,Mexico
"Vivint Smart Home, Inc.",NYSE:VVNT,VVNT,Consumer Discretionary,1826.2305,2536.054,4362.2845,1351.961,0.0555,0.4663,0.0146,0.15,Diversified Consumer Services,United States,United States
Stillfront Group AB (publ),OTCPK:STLF.F,STLF.F,Communication Services,1822.0114,426.0481,2324.0908,610.0924,0.0703,0.404,0.0029,0.32,Entertainment,Europe,Sweden
AMC Networks Inc.,NASDAQGS:AMCX,AMCX,Communication Services,1821.6067,2034.733,4058.6427,2897.423,0.0066,0.2319,0.0268,0.27,Media,United States,United States
"Tanger Factory Outlet Centers, Inc.",NYSE:SKT,SKT,Real Estate,1820.2917,1351.732,3106.3067,423.397,-0.0138,0.6338,0.0079,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
Knowles Corporation,NYSE:KN,KN,Information Technology,1819.4929,104.5,1923.9929,849.8,0.0372,0.2495,0.0614,0.27,"Electronic Equipment, Instruments & Components",United States,United States
"EnPro Industries, Inc.",NYSE:NPO,NPO,Industrials,1816.8559,237.9,2106.3559,1122.2,0.0306,0.1945,0.0243,0.2,Machinery,United States,United States
"Cornerstone Building Brands, Inc.",NYSE:CNR,CNR,Industrials,1816.3952,3478.027,5294.4222,5085.775,0.0405,0.1242,0.0172,0.3,Building Products,United States,United States
Granite Construction Incorporated,NYSE:GVA,GVA,Industrials,1815.8739,-211.944,1550.3129,3644.846,-0.0203,0.0698,0.0295,0.24,Construction & Engineering,United States,United States
Jumia Technologies AG,NYSE:JMIA,JMIA,Consumer Discretionary,1813.1176,-625.893,1186.7776,168.0518,0.1438,-0.417,0.0257,0.45,Internet & Direct Marketing Retail,Europe,Germany
"M/I Homes, Inc.",NYSE:MHO,MHO,Consumer Discretionary,1812.1536,493.059,2272.3796,3544.164,0.0545,0.1619,0.0036,0.3,Household Durables,United States,United States
Chalice Mining Limited,OTCPK:CGML.F,CGML.F,Materials,1811.0885,-86.3115,1739.7784,0.3899,0.0269,-10.0407,6.5025,0.17,Metals & Mining,Asia / Pacific,Australia
"Robinsons Retail Holdings, Inc.",OTCPK:RRET.Y,RRET.Y,Consumer Staples,1807.3543,339.3685,1899.8668,3033.9869,0.0361,0.0806,0.0228,0.23,Food & Staples Retailing,Asia / Pacific,Philippines
Tessenderlo Group NV,OTCPK:TSDO.F,TSDO.F,Materials,1807.07,160.1044,1744.0905,2162.3577,0.0371,0.2008,0.055,0.25,Chemicals,Europe,Belgium
SIA Engineering Company Limited,OTCPK:SEGS.F,SEGS.F,Industrials,1806.8631,-395.4153,1000.8286,329.3317,0.1286,0.1649,0.0327,0.15,Transportation Infrastructure,Asia / Pacific,Singapore
"Sally Beauty Holdings, Inc.",NYSE:SBH,SBH,Consumer Discretionary,1806.7423,1673.809,3480.5513,3842.549,0.0287,0.1382,0.0267,0.3,Specialty Retail,United States,United States
"KAR Auction Services, Inc.",NYSE:KAR,KAR,Industrials,1804.9465,2925.7,5300.6465,2290.2,0.0257,0.2294,0.0499,0.3,Commercial Services & Supplies,United States,United States
TOD'S S.p.A.,OTCPK:TDPA.Y,TDPA.Y,Consumer Discretionary,1804.5418,650.9796,2486.9803,938.0479,0.0677,0.2147,0.0436,0.32,"Textiles, Apparel & Luxury Goods",Europe,Italy
Topcon Corporation,OTCPK:TOPC.F,TOPC.F,Information Technology,1802.0284,241.2207,1982.4682,1365.1888,0.0447,0.1559,0.03,0.35,"Electronic Equipment, Instruments & Components",Asia / Pacific,Japan
